MW,ALogP,PSA,NumHDonors,NumHAcceptors,pIC50
486.55000000000024,2.9687400000000013,126.10999999999999,1.0,9.0,3.994047713112617
445.47500000000025,3.330600000000002,109.25,3.0,6.0,4.113001954328901
495.63000000000045,3.956400000000003,93.38000000000001,1.0,9.0,4.0422969584511685
476.5330000000003,4.002020000000003,117.71999999999998,2.0,6.0,4.413750361133958
476.53300000000036,4.002020000000003,117.71999999999998,2.0,6.0,4.38310457359924
732.8359999999999,-1.4104199999999891,291.16999999999996,9.0,11.0,4.4089353929735005
544.6530000000002,1.2468800000000035,192.51000000000002,5.0,7.0,5.337242168318426
510.63600000000037,0.8451800000000034,192.51000000000002,5.0,7.0,4.309803919971486
519.6030000000003,0.046900000000002606,209.31,5.0,8.0,4.309803919971486
126.11099999999996,0.8033999999999999,60.69,3.0,3.0,3.6989700043360187
498.3960000000002,3.9942000000000064,220.75999999999996,10.0,12.0,3.751781438809925
602.4600000000003,6.419000000000007,232.12999999999994,9.0,14.0,3.7579557606304492
374.30100000000004,3.210399999999999,160.07,7.0,9.0,3.7833064008302455
370.2690000000001,4.323800000000002,153.70999999999998,5.0,9.0,3.800519085137644
370.2690000000001,4.323800000000002,153.70999999999998,5.0,9.0,3.8341623753098717
270.23999999999995,1.3654999999999993,94.83,3.0,5.0,3.87942606879415
496.3800000000002,4.814000000000007,198.75999999999996,8.0,12.0,3.9500071430798576
496.3800000000002,4.814000000000007,198.75999999999996,8.0,12.0,3.9507819773298185
254.24099999999999,2.871200000000001,70.67,2.0,4.0,3.9788107009300617
742.5540000000003,7.621099999999999,287.14,11.0,18.0,4.166852888087215
302.28200000000004,2.518500000000001,96.22000000000001,3.0,6.0,4.221848749616356
496.3800000000002,4.814000000000007,198.75999999999996,8.0,12.0,4.375717904164332
498.3960000000002,3.9942000000000064,220.75999999999996,10.0,12.0,4.647817481888637
602.4600000000003,6.419000000000007,232.12999999999994,9.0,14.0,4.777283528852417
496.3800000000002,4.814000000000007,198.75999999999996,8.0,12.0,4.876148359032914
372.2850000000001,3.610500000000002,149.07,6.0,9.0,5.055517327849832
302.28200000000004,2.518500000000001,96.22000000000001,3.0,6.0,5.080921907623926
742.5540000000003,7.621099999999999,287.14,11.0,18.0,5.568636235841013
685.822,3.3129000000000017,171.79999999999998,5.0,7.0,6.214670164989233
600.716,3.418100000000001,142.7,4.0,6.0,6.638272163982407
413.4990000000002,1.3947000000000003,78.0,0.0,5.0,4.858236769724212
449.5320000000002,2.5054000000000007,78.0,0.0,5.0,4.081393084855018
399.47200000000015,1.3521999999999996,78.0,0.0,5.0,4.172630726946175
323.3740000000001,-0.21820000000000017,78.0,0.0,5.0,4.927015255372069
322.3860000000001,1.488,83.55000000000001,1.0,4.0,5.366531544420414
308.35900000000004,1.3845,83.55000000000001,1.0,4.0,5.647817481888637
308.35900000000004,1.2420000000000002,83.55000000000001,1.0,4.0,5.928117992693875
296.304,-0.15769999999999995,92.78,1.0,5.0,4.897566294318664
294.332,0.9960000000000002,83.55000000000001,1.0,4.0,5.351639989019068
372.4060000000001,0.7272999999999998,99.68,1.0,6.0,4.289628735739237
389.3890000000001,0.5610999999999997,117.0,1.0,6.0,4.996970529446382
399.4720000000001,1.3703999999999996,86.78999999999999,1.0,5.0,4.457050151185821
475.52300000000037,1.3537000000000001,114.48000000000002,1.0,8.0,4.493765640387874
419.8900000000001,1.9812999999999998,86.78999999999999,1.0,5.0,4.498803757972912
439.41500000000013,2.3511000000000006,86.78999999999999,1.0,5.0,4.0
389.40800000000013,1.4714,86.78999999999999,1.0,5.0,4.0
309.34700000000004,-0.24249999999999994,86.79,1.0,5.0,4.114978205137702
412.5110000000002,3.0827000000000018,74.76,0.0,4.0,5.327902142064283
336.4130000000001,1.5123000000000002,74.76,0.0,4.0,5.549750891680639
448.5440000000002,3.989900000000003,74.76,0.0,4.0,4.749092300299144
398.48400000000015,2.8367000000000013,74.76,0.0,4.0,5.772113295386326
322.3860000000001,1.2663000000000002,74.76,0.0,4.0,5.982966660701219
436.4890000000003,2.5902000000000003,83.99000000000001,0.0,5.0,4.399353764337605
386.42900000000026,1.437,83.99000000000001,0.0,5.0,4.858236769724212
310.3310000000001,-0.13339999999999952,83.99000000000001,0.0,5.0,5.003926345514724
384.4570000000003,2.590700000000001,74.76,0.0,4.0,4.853871964321762
386.4330000000001,0.7516,90.89,0.0,6.0,5.2580609222708015
581.7260000000005,5.099880000000004,167.58,10.0,4.0,4.600326278518962
330.837,2.0192999999999994,66.48,1.0,3.0,3.6989700043360187
334.29400000000004,3.227500000000001,72.19,2.0,3.0,3.6989700043360187
348.42400000000004,1.6783999999999997,84.5,2.0,4.0,3.6989700043360187
349.40800000000013,2.6009200000000003,73.86000000000001,1.0,5.0,3.6989700043360187
296.37,3.0402000000000013,47.28,1.0,4.0,3.6989700043360187
278.35200000000003,1.6241999999999994,56.510000000000005,1.0,5.0,3.7304870557820835
349.40800000000013,2.6009200000000003,73.86000000000001,1.0,5.0,4.115204636051019
296.37,3.0402000000000013,47.28,1.0,4.0,4.127843727251707
338.3850000000001,1.3706,88.85,1.0,5.0,4.208309350979882
325.368,2.332,76.38,2.0,6.0,4.388276691992658
285.73400000000004,3.479000000000002,46.92,1.0,3.0,4.510041520575165
348.42400000000004,1.6783999999999997,84.5,2.0,4.0,4.52432881167557
485.6950000000003,7.335200000000008,3.24,0.0,1.0,4.525783735923745
334.29400000000004,3.227500000000001,72.19,2.0,3.0,4.525783735923745
325.368,2.332,76.38,2.0,6.0,4.540607512240769
485.6950000000003,7.335200000000008,3.24,0.0,1.0,4.548213564475709
285.73400000000004,3.479000000000002,46.92,1.0,3.0,4.559090917934782
278.35200000000003,1.6241999999999994,56.510000000000005,1.0,5.0,4.59176003468815
366.2840000000001,2.863600000000001,36.440000000000005,0.0,4.0,4.610833915635467
581.7260000000005,5.099880000000004,167.58,10.0,4.0,4.610833915635467
203.12699999999995,0.9539000000000002,80.48,2.0,4.0,4.690369832574101
285.73400000000004,3.479000000000002,46.92,1.0,3.0,4.739928612014925
581.7260000000005,5.099880000000004,167.58,10.0,4.0,4.749579997691106
338.3850000000001,1.3706,88.85,1.0,5.0,4.79317412396815
203.12699999999995,0.9539000000000002,80.48,2.0,4.0,4.856985199745905
366.2840000000001,2.863600000000001,36.440000000000005,0.0,4.0,4.966576244513051
349.33299999999997,4.757800000000002,24.92,1.0,4.0,5.036212172654444
203.12699999999995,0.9539000000000002,80.48,2.0,4.0,5.657577319177793
330.837,2.0192999999999994,66.48,1.0,3.0,6.026872146400302
349.33299999999997,4.757800000000002,24.92,1.0,4.0,6.795880017344075
450.8340000000001,4.802500000000003,120.41,2.0,5.0,4.301029995663981
504.8040000000002,5.344900000000003,120.41,2.0,5.0,4.301029995663981
470.35900000000015,4.691500000000002,120.41,2.0,5.0,4.301029995663981
512.9050000000003,5.830900000000004,120.41,2.0,5.0,4.349692476868063
406.8250000000001,5.104300000000003,83.11,1.0,4.0,4.301029995663981
468.89600000000013,6.132700000000005,83.11,1.0,4.0,4.785156151952302
486.88600000000014,6.271800000000004,83.11,1.0,4.0,4.694648630553377
510.9770000000002,7.256100000000005,83.11000000000001,1.0,4.0,5.221848749616356
525.0040000000002,7.430200000000006,83.11000000000001,1.0,4.0,5.236572006437063
390.44200000000006,5.781100000000005,45.81,0.0,3.0,4.301029995663981
434.4510000000002,5.479300000000005,83.10999999999999,1.0,4.0,5.1938200260161125
372.38000000000005,4.450900000000003,83.11,1.0,4.0,4.301029995663981
434.4510000000001,5.479300000000004,83.11,1.0,4.0,4.3851027839668655
452.4410000000001,5.618400000000005,83.11,1.0,4.0,4.425968732272281
476.5320000000002,6.602700000000006,83.11000000000001,1.0,4.0,4.931814138253839
490.55900000000025,6.776800000000006,83.11000000000001,1.0,4.0,5.0655015487564325
459.46100000000024,5.350980000000004,106.9,1.0,5.0,4.728158393463501
464.47700000000026,5.487900000000004,92.34,1.0,5.0,4.512861624522814
358.3530000000001,3.812300000000003,83.10999999999999,1.0,4.0,4.301029995663981
444.4900000000002,5.886300000000005,69.97,1.0,3.0,5.173925197299174
474.51600000000025,5.798300000000005,79.19999999999999,1.0,4.0,4.804100347590766
618.6410000000004,-3.9355999999999987,303.65000000000003,10.0,10.0,5.1249387366083
604.6140000000004,-4.325699999999997,303.65000000000003,10.0,10.0,5.0
626.6680000000003,-3.8345999999999987,295.03000000000003,10.0,10.0,4.301029995663981
577.5480000000003,-6.978800000000008,329.67,11.0,11.0,5.1249387366083
605.5580000000003,-6.496400000000004,346.74,11.0,11.0,4.698970004336019
496.6050000000003,1.736700000000001,143.14,3.0,7.0,5.6777807052660805
600.6670000000004,-2.5945999999999922,203.49999999999997,4.0,10.0,5.292429823902063
474.5800000000003,-0.23879999999999563,150.98,3.0,7.0,4.540607512240769
578.6420000000004,-4.570099999999997,211.33999999999997,4.0,10.0,4.375717904164332
586.7300000000002,3.3496000000000015,143.14,3.0,7.0,5.2839966563652006
690.7920000000005,-0.9816999999999927,203.49999999999997,4.0,10.0,5.200659450546418
564.7050000000003,1.374100000000002,150.98,3.0,7.0,5.4089353929735005
668.7670000000005,-2.957199999999991,211.33999999999997,4.0,10.0,5.366531544420414
524.6590000000004,2.5169000000000006,143.14,3.0,7.0,5.259637310505756
628.7210000000001,-1.8143999999999907,203.5,4.0,10.0,5.3872161432802645
468.55100000000033,0.9581000000000015,143.14,3.0,7.0,5.494850021680094
572.6130000000002,-3.3731999999999935,203.49999999999997,4.0,10.0,5.055517327849832
