molecule_chembl_id,canonical_smiles,bioactivity_class,value,MW,ALogP,PSA,NumHDonors,NumHAcceptors,pIC50
CHEMBL540403,CCN1C(c2ccccc2)=C(c2ccccc2)S/C1=C/C=C/c1sc2c3ccccc3ccc2[n+]1CC.[Cl-],intermediate,3.8,553.1960000000003,5.815200000000006,7.12,0.0,3.0,5.42021640338319
CHEMBL518593,C(\C1=C2Sc3ccccc3N2CC1)=C1/CC[n+]2c1sc1ccccc12,inactive,10.5,361.515,5.203500000000004,7.12,0.0,3.0,4.978810700930062
CHEMBL478119,CCN1/C(=C\C=C\C2=C/C(=C/c3sc4ccccc4[n+]3CC)CC(C)C2)Sc2ccccc21,intermediate,2.0,471.71500000000026,7.978200000000007,7.12,0.0,3.0,5.698970004336019
CHEMBL558828,CCC(=C\c1sc2cc(C)c(C)cc2[n+]1CC)/C=C1/Sc2cc(/C=C/c3ccccc3)ccc2N1CC.[Cl-],intermediate,6.6,559.2440000000001,6.266940000000009,7.12,0.0,3.0,5.180456064458132
CHEMBL478987,CCN1/C(=C\C=c2/s/c(=C\c3sc4ccccc4[n+]3CC)n(CC)c2=O)Sc2ccccc21,inactive,10.0,492.71500000000026,4.534700000000004,29.12,0.0,6.0,5.0
CHEMBL479172,CCC(=C\c1sc2c3ccccc3ccc2[n+]1CC)/C=C1/Sc2cc(C)c(C)cc2N1CC,intermediate,5.4,471.71500000000026,8.245740000000007,7.12,0.0,3.0,5.267606240177032
CHEMBL515787,CCN1/C(=C\C(=C/c2sc3ccccc3[n+]2CCCS(=O)(=O)[O-])OC)Sc2ccc(OC)cc21,intermediate,7.3,518.6820000000002,4.593600000000005,82.78000000000002,0.0,8.0,5.136677139879544
CHEMBL549646,O=c1cc(CNCc2ccc(Cl)cc2)oc2ccc(O)c(O)c12,inactive,50.0,331.7550000000001,3.147400000000002,82.7,3.0,5.0,4.301029995663981
CHEMBL549646,O=c1cc(CNCc2ccc(Cl)cc2)oc2ccc(O)c(O)c12,inactive,50.0,331.7550000000001,3.147400000000002,82.7,3.0,5.0,4.301029995663981
CHEMBL560136,O=c1cc(CNCc2cccc(Cl)c2)oc2ccc(O)c(O)c12,inactive,50.0,331.7550000000001,3.147400000000002,82.7,3.0,5.0,4.301029995663981
CHEMBL560136,O=c1cc(CNCc2cccc(Cl)c2)oc2ccc(O)c(O)c12,inactive,50.0,331.7550000000001,3.147400000000002,82.7,3.0,5.0,4.301029995663981
CHEMBL560392,N#Cc1cccc(CNCc2cc(=O)c3c(O)c(O)ccc3o2)c1,inactive,50.0,322.32,2.365680000000001,106.49000000000001,3.0,6.0,4.301029995663981
CHEMBL560392,N#Cc1cccc(CNCc2cc(=O)c3c(O)c(O)ccc3o2)c1,inactive,50.0,322.32,2.365680000000001,106.49000000000001,3.0,6.0,4.301029995663981
CHEMBL50,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,inactive,50.0,302.23800000000006,1.988,131.36,5.0,7.0,4.301029995663981
CHEMBL50,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,intermediate,8.1,302.23800000000006,1.988,131.36,5.0,7.0,5.0915149811213505
CHEMBL556501,O=c1c(O)c(-c2ccc3c(c2)OCO3)oc2cc(O)cc(O)c12,inactive,50.0,314.249,2.3055000000000008,109.36000000000001,3.0,7.0,4.301029995663981
CHEMBL556501,O=c1c(O)c(-c2ccc3c(c2)OCO3)oc2cc(O)cc(O)c12,inactive,50.0,314.249,2.3055000000000008,109.36000000000001,3.0,7.0,4.301029995663981
CHEMBL550256,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(OCc3ccc(Cl)cc3)cc(O)c12,inactive,20.9,426.80800000000016,4.514800000000003,120.36000000000001,4.0,7.0,4.679853713888946
CHEMBL550256,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(OCc3ccc(Cl)cc3)cc(O)c12,intermediate,4.1,426.80800000000016,4.514800000000003,120.36000000000001,4.0,7.0,5.3872161432802645
CHEMBL551130,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(OCc3cccc(Cl)c3)cc(O)c12,inactive,50.0,426.80800000000016,4.514800000000003,120.36000000000001,4.0,7.0,4.301029995663981
CHEMBL551130,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(OCc3cccc(Cl)c3)cc(O)c12,intermediate,5.2,426.80800000000016,4.514800000000003,120.36000000000001,4.0,7.0,5.2839966563652006
CHEMBL551131,N#Cc1cccc(COc2cc(O)c3c(=O)c(O)c(-c4ccc(O)c(O)c4)oc3c2)c1,inactive,25.4,417.3730000000001,3.733080000000002,144.14999999999998,4.0,8.0,4.5951662833800615
CHEMBL551131,N#Cc1cccc(COc2cc(O)c3c(=O)c(O)c(-c4ccc(O)c(O)c4)oc3c2)c1,intermediate,2.7,417.3730000000001,3.733080000000002,144.14999999999998,4.0,8.0,5.568636235841013
CHEMBL551334,O=c1c(O)c(-c2ccc3c(c2)OCO3)oc2cc(OCc3ccc(Cl)cc3)cc(O)c12,inactive,50.0,438.81900000000013,4.832300000000003,98.36000000000001,2.0,7.0,4.301029995663981
CHEMBL551334,O=c1c(O)c(-c2ccc3c(c2)OCO3)oc2cc(OCc3ccc(Cl)cc3)cc(O)c12,intermediate,9.3,438.81900000000013,4.832300000000003,98.36000000000001,2.0,7.0,5.031517051446065
CHEMBL560933,O=c1c(O)c(-c2ccc3c(c2)OCO3)oc2cc(OCc3cccc(Cl)c3)cc(O)c12,inactive,50.0,438.81900000000013,4.832300000000003,98.36000000000001,2.0,7.0,4.301029995663981
CHEMBL560933,O=c1c(O)c(-c2ccc3c(c2)OCO3)oc2cc(OCc3cccc(Cl)c3)cc(O)c12,inactive,15.4,438.81900000000013,4.832300000000003,98.36000000000001,2.0,7.0,4.8124792791635365
CHEMBL551529,N#Cc1cccc(COc2cc(O)c3c(=O)c(O)c(-c4ccc5c(c4)OCO5)oc3c2)c1,inactive,42.9,429.3840000000002,4.050580000000002,122.15,2.0,8.0,4.367542707815276
CHEMBL551529,N#Cc1cccc(COc2cc(O)c3c(=O)c(O)c(-c4ccc5c(c4)OCO5)oc3c2)c1,intermediate,8.1,429.3840000000002,4.050580000000002,122.15,2.0,8.0,5.0915149811213505
CHEMBL1448,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,inactive,40.0,327.12300000000005,3.859500000000001,92.47,2.0,4.0,4.3979400086720375
CHEMBL301982,CC1=C(O)C(=O)C=C2C1=CC=C1[C@@]3(C)CC[C@@]4(C)CC[C@@](C)(C(=O)O)C[C@H]4[C@]3(C)CC[C@@]21C,inactive,10.3,450.6190000000003,6.697700000000006,74.6,2.0,3.0,4.987162775294828
CHEMBL54804,COC(=O)[C@]1(C)CC[C@]2(C)CC[C@]3(C)C4=CC=C5C(=CC(=O)C(O)=C5C)[C@]4(C)CC[C@@]3(C)[C@@H]2C1,intermediate,5.5,464.64600000000036,6.786100000000007,63.60000000000001,1.0,4.0,5.259637310505756
CHEMBL432519,CC1=C(O)C(=O)C=C2C1=CC=C1[C@@]3(C)CC[C@@]4(C)CC(=O)[C@H](C)C[C@H]4[C@]3(C)CC[C@@]21C,intermediate,9.9,420.59300000000025,6.421900000000006,54.37,1.0,3.0,5.00436480540245
CHEMBL1092796,CC1=CC[C@]2(C)CC[C@]3(C)C4=CC=C5C(=CC(=O)C(O)=C5C)[C@]4(C)CC[C@@]3(C)[C@@H]2C1,intermediate,2.6,404.5940000000003,7.1630000000000065,37.3,1.0,2.0,5.585026652029182
CHEMBL1092797,Cc1c(O)c(O)cc2c1CC=C1[C@@]3(C)CC[C@@]4(C)CC[C@@](C)(C(=O)O)C[C@H]4[C@]3(C)CC[C@]12C,inactive,21.7,452.63500000000033,6.643920000000007,77.76,3.0,3.0,4.663540266151471
CHEMBL116438,COc1cc(/C=C/C(=O)/C=C(O)/C=C/c2ccc(O)c(OC)c2)ccc1O,inactive,23.5,368.3850000000001,3.852600000000003,96.22000000000001,3.0,6.0,4.628932137728263
CHEMBL1277944,O=C(O)c1ccc(/C=C2\C(=O)N(c3ccccc3)N=C2c2ccccc2)cc1,inactive,18.0,368.39200000000005,4.219300000000003,69.97,1.0,3.0,4.7447274948966935
CHEMBL1278125,O=C(O)c1ccc(/C=C2\C(=O)N(c3ccc(Cl)cc3)N=C2c2ccccc2)cc1,inactive,13.9,402.83700000000005,4.872700000000004,69.97,1.0,3.0,4.856985199745905
CHEMBL1276871,COc1ccc(N2N=C(c3ccccc3)/C(=C/c3ccc(C(=O)O)cc3)C2=O)cc1,inactive,12.0,398.4180000000002,4.227900000000003,79.19999999999999,1.0,4.0,4.920818753952375
CHEMBL1277046,N#Cc1ccc(N2N=C(c3ccccc3)/C(=C/c3ccc(C(=O)O)cc3)C2=O)cc1,intermediate,5.5,393.40200000000016,4.090980000000004,93.75999999999999,1.0,4.0,5.259637310505756
CHEMBL1277047,O=C(O)c1ccc(/C=C2\C(=O)N(c3ccc(OC(F)(F)F)cc3)N=C2c2ccccc2)cc1,inactive,42.0,452.38800000000003,5.117900000000003,79.2,1.0,4.0,4.376750709602099
CHEMBL1277135,O=C(O)c1ccc(/C=C2\C(=O)N(c3cccc(Cl)c3)N=C2c2ccccc2)cc1,inactive,10.8,402.83700000000005,4.872700000000004,69.97,1.0,3.0,4.966576244513051
CHEMBL1277136,O=C(O)c1ccc(/C=C2\C(=O)N(c3ccc(Cl)c(Cl)c3)N=C2c2ccccc2)cc1,inactive,24.3,437.2820000000001,5.526100000000005,69.97,1.0,3.0,4.614393726401688
CHEMBL1277227,O=C(O)c1ccc(/C=C2\C(=O)N(c3ccc(F)cc3)N=C2c2ccccc2)cc1,intermediate,6.8,386.38200000000006,4.358400000000003,69.97,1.0,3.0,5.167491087293763
CHEMBL1277228,O=C(O)c1ccc(/C=C2\C(=O)N(c3cccc([N+](=O)[O-])c3)N=C2c2ccccc2)cc1,intermediate,8.4,413.38900000000007,4.127500000000002,113.11,1.0,5.0,5.075720713938118
CHEMBL197310,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CO)[C@@H]1CC2,inactive,220.8,302.45799999999997,4.518200000000004,40.46,2.0,2.0,3.6560009309428385
CHEMBL1277661,CC(C)c1cc2c(cc1O)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC2,inactive,233.4,302.458,4.516600000000004,40.46,2.0,2.0,3.6318991482906484
CHEMBL197308,CC(C)c1cc2c(cc1O)[C@@]1(C)CCCC(C)(C)[C@@H]1CC2,inactive,49.6,286.459,5.545800000000005,20.23,1.0,1.0,4.304518323509803
CHEMBL1277662,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(C=O)[C@@H]1CC2,inactive,163.2,300.442,4.7248000000000046,37.3,1.0,2.0,3.7872798455821575
CHEMBL1277754,CC(=O)Oc1cc2c(cc1C(C)C)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CO,inactive,128.9,344.4950000000002,4.737900000000005,46.53,1.0,3.0,3.889747082646597
CHEMBL12798,COC(=O)[C@]1(C)CCC[C@]2(C)c3ccc(C(C)C)cc3CC[C@H]21,inactive,207.0,314.4690000000001,4.993300000000005,26.3,0.0,2.0,3.684029654543082
CHEMBL512164,C=C[C@@]1(C)CC[C@H]2C(=CC[C@H]3[C@](C)(C(=O)O)CCC[C@]23C)C1,inactive,283.5,302.4580000000001,5.206200000000004,37.3,1.0,1.0,3.547446936771075
CHEMBL1277840,C=C1CC[C@H]2[C@](C)(CO)CCC[C@]2(C)[C@H]1CC/C(C)=C\CO,inactive,137.7,306.48999999999995,4.476400000000005,40.46,2.0,2.0,3.8610660597430764
CHEMBL63354,O=c1cc(-c2ccc(O)c(-c3c(O)cc(O)c4c(=O)cc(-c5ccc(O)cc5)oc34)c2)oc2cc(O)cc(O)c12,intermediate,8.3,538.4640000000002,5.134000000000007,181.8,6.0,10.0,5.080921907623926
CHEMBL378188,COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1-c1c(O)cc(O)c2c(=O)cc(-c3ccc(O)cc3)oc12,inactive,72.3,552.4910000000003,5.437000000000006,170.8,5.0,10.0,4.140861702705469
CHEMBL377324,COc1cc(O)c2c(=O)cc(-c3ccc(OC)c(-c4c(O)cc(O)c5c(=O)cc(-c6ccc(O)cc6)oc45)c3)oc2c1,inactive,32.0,566.5180000000003,5.740000000000006,159.8,4.0,10.0,4.494850021680094
CHEMBL208908,COc1ccc(-c2cc(=O)c3c(O)cc(O)c(-c4cc(-c5cc(=O)c6c(O)cc(OC)cc6o5)ccc4OC)c3o2)cc1,inactive,38.4,580.5450000000003,6.043000000000007,148.8,3.0,10.0,4.4156687756324695
CHEMBL28,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,inactive,280.8,270.24,2.576800000000001,90.9,3.0,5.0,3.5516028965422324
CHEMBL151,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,inactive,20.0,286.23900000000003,2.2824000000000004,111.13000000000001,4.0,6.0,4.698970004336019
CHEMBL50,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,inactive,23.8,302.23800000000006,1.988,131.36,5.0,7.0,4.623423042943488
CHEMBL71893,CC(C)C1=CC2=CC[C@H]3[C@](C)(C(=O)O)CCC[C@]3(C)[C@H]2CC1,inactive,189.1,302.458,5.206200000000004,37.3,1.0,1.0,3.72330847115496
CHEMBL1774322,Nc1nc(CSc2nnc(-c3cccc4ccccc34)n2-c2ccccc2)cs1,inactive,58.35,415.5470000000001,5.4185000000000025,69.62,1.0,7.0,4.233959139618611
CHEMBL1774323,COc1cc(C2C(C(=O)c3ccc(OCC(C)C)cc3C)=C(O)C(=O)N2CCN(C)C)ccc1O,inactive,62.79,482.5770000000003,3.883920000000003,99.54,2.0,7.0,4.202109516941651
CHEMBL1774324,Cc1nc(C)c(C(=O)C2=C(O)C(=O)N(CCCN3CCOCC3)C2c2cccc([N+](=O)[O-])c2)s1,inactive,101.38,486.55000000000024,2.9687400000000013,126.10999999999999,1.0,9.0,3.994047713112617
CHEMBL1774325,COc1cc(/C=N/NC(=O)/C(=C\c2ccccc2)NC(=O)c2ccccc2)cc(OC)c1O,inactive,77.09,445.47500000000025,3.330600000000002,109.25,3.0,6.0,4.113001954328901
CHEMBL1774326,O=C(CSc1ncnc2c1sc1nc(N3CCOCC3)c3c(c12)CCCC3)NCc1ccco1,inactive,90.72,495.63000000000045,3.956400000000003,93.38000000000001,1.0,9.0,4.0422969584511685
CHEMBL1350514,Cc1ccc(C(=O)N/C(=C\c2ccc(-c3cccc([N+](=O)[O-])c3)o2)C(=O)NCCCN(C)C)cc1,inactive,38.57,476.5330000000003,4.002020000000003,117.71999999999998,2.0,6.0,4.413750361133958
CHEMBL1315054,Cc1ccc(C(=O)N/C(=C\c2ccc(-c3ccccc3[N+](=O)[O-])o2)C(=O)NCCCN(C)C)cc1,inactive,41.39,476.53300000000036,4.002020000000003,117.71999999999998,2.0,6.0,4.38310457359924
CHEMBL2316336,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)OCc1ccccc1)[C@@H](C)O)C(C)C)C(=O)N[C@H](C#N)CCC(N)=O,inactive,39.0,732.8359999999999,-1.4104199999999891,291.16999999999996,9.0,11.0,4.4089353929735005
CHEMBL2316337,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)OCc1ccccc1)C(C)C)C(=O)N[C@H](C#N)CCC(N)=O,intermediate,4.6,544.6530000000002,1.2468800000000035,192.51000000000002,5.0,7.0,5.337242168318426
CHEMBL2316338,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)OC(C)(C)C)C(C)C)C(=O)N[C@H](C#N)CCC(N)=O,inactive,49.0,510.63600000000037,0.8451800000000034,192.51000000000002,5.0,7.0,4.309803919971486
CHEMBL2316339,Cc1cc(C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C#N)CCC(N)=O)C(C)C)no1,inactive,49.0,519.6030000000003,0.046900000000002606,209.31,5.0,8.0,4.309803919971486
CHEMBL473159,Oc1cc(O)cc(O)c1,inactive,200.0,126.11099999999996,0.8033999999999999,60.69,3.0,3.0,3.6989700043360187
CHEMBL459393,Oc1cc(O)c(Oc2cc(O)cc(O)c2Oc2cc(O)cc(O)c2-c2c(O)cc(O)cc2O)c(O)c1,inactive,177.1,498.3960000000002,3.9942000000000064,220.75999999999996,10.0,12.0,3.751781438809925
CHEMBL510508,Oc1cc(O)cc(Oc2c(O)cc(O)c3c2Oc2c(O)cc4oc5c(Oc6cc(O)cc(O)c6)c(O)cc(O)c5c4c2O3)c1,inactive,174.6,602.4600000000003,6.419000000000007,232.12999999999994,9.0,14.0,3.7579557606304492
CHEMBL2391422,Oc1cc(O)cc(Oc2c(O)cc(Oc3c(O)cc(O)cc3O)cc2O)c1,inactive,164.7,374.30100000000004,3.210399999999999,160.07,7.0,9.0,3.7833064008302455
CHEMBL559870,Oc1cc(O)c2oc3cc(O)c4oc5cc(O)cc(O)c5oc4c3oc2c1,inactive,158.3,370.2690000000001,4.323800000000002,153.70999999999998,5.0,9.0,3.800519085137644
CHEMBL559870,Oc1cc(O)c2oc3cc(O)c4oc5cc(O)cc(O)c5oc4c3oc2c1,inactive,146.5,370.2690000000001,4.323800000000002,153.70999999999998,5.0,9.0,3.8341623753098717
CHEMBL40275,O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,inactive,132.0,270.23999999999995,1.3654999999999993,94.83,3.0,5.0,3.87942606879415
CHEMBL2391423,Oc1cc(O)cc(Oc2c(Oc3c(O)cc(O)cc3O)cc(O)c3c2Oc2c(O)cc(O)cc2O3)c1,inactive,112.2,496.3800000000002,4.814000000000007,198.75999999999996,8.0,12.0,3.9500071430798576
CHEMBL456228,Oc1cc(O)cc(Oc2c(O)cc(O)c3c2Oc2c(O)cc(Oc4c(O)cc(O)cc4O)cc2O3)c1,inactive,112.0,496.3800000000002,4.814000000000007,198.75999999999996,8.0,12.0,3.9507819773298185
CHEMBL8145,O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12,inactive,105.0,254.24099999999999,2.871200000000001,70.67,2.0,4.0,3.9788107009300617
CHEMBL508791,Oc1cc(O)cc(Oc2c(O)cc(O)c3c2Oc2c(O)cc(Oc4c(O)cc(Oc5c(O)cc(O)c6c5Oc5c(O)cc(O)cc5O6)cc4O)cc2O3)c1,inactive,68.1,742.5540000000003,7.621099999999999,287.14,11.0,18.0,4.166852888087215
CHEMBL399121,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc1O,inactive,60.0,302.28200000000004,2.518500000000001,96.22000000000001,3.0,6.0,4.221848749616356
CHEMBL456228,Oc1cc(O)cc(Oc2c(O)cc(O)c3c2Oc2c(O)cc(Oc4c(O)cc(O)cc4O)cc2O3)c1,inactive,42.1,496.3800000000002,4.814000000000007,198.75999999999996,8.0,12.0,4.375717904164332
CHEMBL459393,Oc1cc(O)c(Oc2cc(O)cc(O)c2Oc2cc(O)cc(O)c2-c2c(O)cc(O)cc2O)c(O)c1,inactive,22.5,498.3960000000002,3.9942000000000064,220.75999999999996,10.0,12.0,4.647817481888637
CHEMBL510508,Oc1cc(O)cc(Oc2c(O)cc(O)c3c2Oc2c(O)cc4oc5c(Oc6cc(O)cc(O)c6)c(O)cc(O)c5c4c2O3)c1,inactive,16.7,602.4600000000003,6.419000000000007,232.12999999999994,9.0,14.0,4.777283528852417
CHEMBL2391423,Oc1cc(O)cc(Oc2c(Oc3c(O)cc(O)cc3O)cc(O)c3c2Oc2c(O)cc(O)cc2O3)c1,inactive,13.3,496.3800000000002,4.814000000000007,198.75999999999996,8.0,12.0,4.876148359032914
CHEMBL471187,Oc1cc(O)cc(Oc2c(O)cc(O)c3c2Oc2c(O)cc(O)cc2O3)c1,intermediate,8.8,372.2850000000001,3.610500000000002,149.07,6.0,9.0,5.055517327849832
CHEMBL399121,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc1O,intermediate,8.3,302.28200000000004,2.518500000000001,96.22000000000001,3.0,6.0,5.080921907623926
CHEMBL508791,Oc1cc(O)cc(Oc2c(O)cc(O)c3c2Oc2c(O)cc(Oc4c(O)cc(Oc5c(O)cc(O)c6c5Oc5c(O)cc(O)cc5O6)cc4O)cc2O3)c1,intermediate,2.7,742.5540000000003,7.621099999999999,287.14,11.0,18.0,5.568636235841013
CHEMBL2441745,CC(C)C[C@H](NC(=O)[C@H](Cc1cccc2ccccc12)NC(=O)OCc1ccccc1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)C(=O)NC(C)C,active,0.61,685.822,3.3129000000000017,171.79999999999998,5.0,7.0,6.214670164989233
CHEMBL2441741,CC(C)C[C@H](NC(=O)[C@H](Cc1cccc2ccccc12)NC(=O)OCc1ccccc1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,active,0.23,600.716,3.418100000000001,142.7,4.0,6.0,6.638272163982407
CHEMBL3099547,CN1C(=O)C(=O)c2cc(S(=O)(=O)N3CCN(CCc4ccccc4)CC3)ccc21,inactive,13.86,413.4990000000002,1.3947000000000003,78.0,0.0,5.0,4.858236769724212
CHEMBL3099546,CN1CCN(S(=O)(=O)c2ccc3c(c2)C(=O)C(=O)N3Cc2ccc3ccccc3c2)CC1,inactive,82.91,449.5320000000002,2.5054000000000007,78.0,0.0,5.0,4.081393084855018
CHEMBL3099545,CN1CCN(S(=O)(=O)c2ccc3c(c2)C(=O)C(=O)N3Cc2ccccc2)CC1,inactive,67.2,399.47200000000015,1.3521999999999996,78.0,0.0,5.0,4.172630726946175
CHEMBL3099544,CN1CCN(S(=O)(=O)c2ccc3c(c2)C(=O)C(=O)N3C)CC1,inactive,11.83,323.3740000000001,-0.21820000000000017,78.0,0.0,5.0,4.927015255372069
